ID,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-21,2023-04-22,2023-04-23,2023-04-24,2023-04-25
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
36,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,8,6,8,8,11
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6
51,11,10,8,7,7,7,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,10,9,8,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,18,20,23,23,23,22,22,22,22,23,23,22,22,21,21,21,21,22,21,21,20
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
116,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
117,20,18,14,13,12,13,13,13,12,12,11,11,11,12,12,11,10,10,10,10,11
118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,9,8,8,9,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7
120,10,10,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8
121,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
124,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1
129,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
132,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2
133,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
141,12,13,15,16,16,15,14,14,14,14,15,15,14,13,12,13,13,13,13,13,12
142,7,9,11,11,11,11,10,10,10,11,11,11,10,10,10,10,10,10,10,10,9
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
145,27,37,43,45,45,44,43,43,44,44,44,45,44,43,43,43,43,43,43,42,42
146,0,0,0,0,0,0,0,0,2,2,3,4,5,6,7,8,9,9,9,10,10
147,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4
148,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
149,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,4,5
151,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,4,5,5,5
152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,4
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,7,6,11
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
159,1,19,22,23,24,21,29,27,34,29,31,33,32,34,39,39,43,38,41,38,42
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3
161,18,27,27,27,28,25,30,28,32,28,29,30,29,30,33,33,35,32,34,31,34
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,24,26,28,29,29,28,28,27,27,27,28,27,27,26,26,26,26,26,25,25,24
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3
166,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
167,0,0,0,0,0,0,0,0,0,0,2,4,5,7,9,10,12,12,13,13,15
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3
172,9,11,10,10,10,9,10,9,10,9,9,9,9,9,10,10,10,9,10,9,10
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
207,11,13,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,15,14,14,14
208,20,21,22,22,22,22,22,22,21,22,22,22,21,21,20,20,20,20,20,20,19
209,11,12,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12
210,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
211,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
213,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221,28,27,26,26,25,25,25,25,24,24,24,24,23,23,23,23,22,22,21,21,21
222,0,2,3,4,4,5,5,6,6,7,7,8,8,8,8,9,9,9,9,9,10
223,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224,40,34,30,29,29,30,29,28,27,26,26,26,27,27,26,25,24,24,24,25,25
225,32,25,17,15,14,15,16,15,14,13,12,12,13,14,13,12,11,10,10,11,12
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,14,11,8,8,8,8,8,7,7,6,6,7,7,7,6,6,6,6,6,6,6
229,0,0,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,3,4,4,4
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2
235,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
242,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
243,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,7
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,7,6,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,4,4
248,60,57,53,52,51,51,51,51,50,49,48,48,48,48,47,46,45,45,44,44,44
249,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2
250,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
251,102,91,78,73,72,72,72,71,68,66,64,63,64,64,63,61,59,57,57,58,59
252,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,4
253,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
254,16,20,20,21,21,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
255,22,21,21,21,21,21,21,21,21,20,20,20,20,20,19,19,19,19,19,18,18
256,24,34,36,37,37,36,37,38,38,38,38,38,38,38,39,39,39,39,39,39,39
257,0,1,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4
258,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
260,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,3
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2
263,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,3
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,3
272,55,55,53,52,51,50,50,50,50,49,49,48,47,47,47,47,46,45,44,44,44
273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,4,5,5
274,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,10,11,12,13
275,0,3,4,5,5,5,5,5,6,5,6,6,6,6,6,6,7,6,7,6,7
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0,0,1,2,2,2,3,3,4,4,4,5,5,5,6,6,7,7,7,7,8
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,2
281,0,0,0,0,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
283,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,3,3,3
284,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285,0,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
286,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,6,5,6,6,8
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
291,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
292,0,0,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,11,10,7,6,6,6,7,7,6,6,6,5,6,6,6,6,5,5,5,5,5
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
296,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
300,1,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6
301,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
302,0,0,0,0,0,0,1,2,3,3,4,5,5,6,7,7,8,8,8,9,9
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
